GCA_Accession	Assembly_Accession	Assembly_Name	Organism	Genus	Species	TaxID	Assembly_Level	Total_Length	Contig_N50	Scaffold_N50	BioProject	BioSample	Submission_Date	Release_Date	File_Size_MB	Filename
GCA_027405475.1	GCA_027405475.1	ASM2740547v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	113455	113455	Unknown	SAMN28412056	2022/12/27 00:00	Unknown	0.63	GCA_027405475.1_ASM2740547v1_genomic.fna.gz
GCA_966212165.1	GCA_966212165.1	SRR18156210_concoct_6	uncultured Deinococcus sp. (bacteria)	Unknown	uncultured Deinococcus sp.	158789	Contig	0	4450	4450	Unknown	SAMEA118920244	2025/08/22 00:00	Unknown	0.81	GCA_966212165.1_SRR18156210_concoct_6_genomic.fna.gz
GCA_037386005.1	GCA_037386005.1	ASM3738600v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Scaffold	0	19270	23190	Unknown	SAMN33973531	2024/03/19 00:00	Unknown	0.96	GCA_037386005.1_ASM3738600v1_genomic.fna.gz
GCA_027405355.1	GCA_027405355.1	ASM2740535v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	51587	51587	Unknown	SAMN28412062	2022/12/27 00:00	Unknown	0.62	GCA_027405355.1_ASM2740535v1_genomic.fna.gz
GCA_009177165.1	GCA_009177165.1	ASM917716v1	Deinococcus grandis (bacteria)	Unknown	Deinococcus grandis	57498	Complete Genome	0	3241502	3241502	Unknown	SAMD00184884	2019/09/27 00:00	Unknown	1.08	GCA_009177165.1_ASM917716v1_genomic.fna.gz
GCA_027405255.1	GCA_027405255.1	ASM2740525v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	96492	96492	Unknown	SAMN28412068	2022/12/27 00:00	Unknown	0.64	GCA_027405255.1_ASM2740525v1_genomic.fna.gz
GCA_943914005.1	GCA_943914005.1	cAWq9iR8AZ_bin.65.MAG	uncultured Deinococcus sp. (bacteria)	Unknown	uncultured Deinococcus sp.	158789	Contig	0	2983	2983	Unknown	SAMEA110089362	2022/06/16 00:00	Unknown	0.57	GCA_943914005.1_cAWq9iR8AZ_bin.65.MAG_genomic.fna.gz
GCA_027405205.1	GCA_027405205.1	ASM2740520v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	104309	104309	Unknown	SAMN28412069	2022/12/27 00:00	Unknown	0.6	GCA_027405205.1_ASM2740520v1_genomic.fna.gz
GCA_018260375.1	GCA_018260375.1	ASM1826037v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Scaffold	0	13409	16966	Unknown	SAMN18543080	2021/05/04 00:00	Unknown	0.7	GCA_018260375.1_ASM1826037v1_genomic.fna.gz
GCA_027405095.1	GCA_027405095.1	ASM2740509v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	23022	23022	Unknown	SAMN28412075	2022/12/27 00:00	Unknown	0.62	GCA_027405095.1_ASM2740509v1_genomic.fna.gz
GCA_043737655.1	GCA_043737655.1	ASM4373765v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	4504	4504	Unknown	SAMN39314703	2024/10/24 00:00	Unknown	1.22	GCA_043737655.1_ASM4373765v1_genomic.fna.gz
GCA_943327755.2	GCA_943327755.2	HRSG-E7-bin-74	Deinococcus hopiensis KR-140 (bacteria)	Unknown	Deinococcus hopiensis	695939	Contig	0	92257	92257	Unknown	SAMEA14434668	2023/04/23 00:00	Unknown	2.13	GCA_943327755.2_HRSG-E7-bin-74_genomic.fna.gz
GCA_913775565.1	GCA_913775565.1	SP29_1_metabat2_genome_mining.10_sub	uncultured Deinococcus sp. (bacteria)	Unknown	uncultured Deinococcus sp.	158789	Contig	0	7301	7301	Unknown	SAMEA8943975	2021/11/12 00:00	Unknown	0.77	GCA_913775565.1_SP29_1_metabat2_genome_mining.10_sub_genomic.fna.gz
GCA_038329415.1	GCA_038329415.1	ASM3832941v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	4495	4495	Unknown	SAMN40019709	2024/04/16 00:00	Unknown	0.88	GCA_038329415.1_ASM3832941v1_genomic.fna.gz
GCA_023382135.1	GCA_023382135.1	ASM2338213v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Scaffold	0	9039	9854	Unknown	SAMN27868098	2022/05/17 00:00	Unknown	0.5	GCA_023382135.1_ASM2338213v1_genomic.fna.gz
GCA_044506245.1	GCA_044506245.1	ASM4450624v1	Deinococcaceae bacterium (bacteria)	Unknown	Deinococcaceae bacterium	3079796	Scaffold	0	48949	58259	Unknown	SAMN43946676	2024/11/05 00:00	Unknown	0.58	GCA_044506245.1_ASM4450624v1_genomic.fna.gz
GCA_046327935.1	GCA_046327935.1	ASM4632793v1	Deinococcaceae bacterium (bacteria)	Unknown	Deinococcaceae bacterium	3079796	Contig	0	1463913	1463913	Unknown	SAMN37623720	2024/12/26 00:00	Unknown	0.65	GCA_046327935.1_ASM4632793v1_genomic.fna.gz
GCA_031414595.1	GCA_031414595.1	ASM3141459v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	64482	64482	Unknown	SAMN29839909	2023/09/12 00:00	Unknown	2.4	GCA_031414595.1_ASM3141459v1_genomic.fna.gz
GCA_031369305.1	GCA_031369305.1	ASM3136930v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	6967	6967	Unknown	SAMN29838449	2023/09/12 00:00	Unknown	2.26	GCA_031369305.1_ASM3136930v1_genomic.fna.gz
GCA_043775825.1	GCA_043775825.1	ASM4377582v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	37294	37294	Unknown	SAMN39316137	2024/10/24 00:00	Unknown	1.28	GCA_043775825.1_ASM4377582v1_genomic.fna.gz
GCA_964011145.1	GCA_964011145.1	ERR594298_binner12_Refined_75	uncultured Deinococcales bacterium (bacteria)	Unknown	uncultured Deinococcales bacterium	310703	Contig	0	161300	161300	Unknown	SAMEA115421514	2024/03/21 00:00	Unknown	0.61	GCA_964011145.1_ERR594298_binner12_Refined_75_genomic.fna.gz
GCA_037386155.1	GCA_037386155.1	ASM3738615v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Scaffold	0	6434	6789	Unknown	SAMN33973529	2024/03/19 00:00	Unknown	0.82	GCA_037386155.1_ASM3738615v1_genomic.fna.gz
GCA_027405365.1	GCA_027405365.1	ASM2740536v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	33569	33569	Unknown	SAMN28412063	2022/12/27 00:00	Unknown	0.63	GCA_027405365.1_ASM2740536v1_genomic.fna.gz
GCA_963760145.1	GCA_963760145.1	MFD02581.bin.2.145	uncultured Deinococcaceae bacterium (bacteria)	Unknown	uncultured Deinococcaceae bacterium	310706	Contig	0	166023	166023	Unknown	SAMEA114812781	2025/01/18 00:00	Unknown	0.8	GCA_963760145.1_MFD02581.bin.2.145_genomic.fna.gz
GCA_040399025.1	GCA_040399025.1	ASM4039902v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Scaffold	0	4471	5259	Unknown	SAMN40135980	2024/06/27 00:00	Unknown	0.89	GCA_040399025.1_ASM4039902v1_genomic.fna.gz
GCA_027447585.1	GCA_027447585.1	ASM2744758v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	68782	68782	Unknown	SAMN28929223	2022/12/27 00:00	Unknown	0.62	GCA_027447585.1_ASM2744758v1_genomic.fna.gz
GCA_013298185.1	GCA_013298185.1	ASM1329818v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Scaffold	0	14397	15117	Unknown	SAMN12754378	2020/06/08 00:00	Unknown	1.24	GCA_013298185.1_ASM1329818v1_genomic.fna.gz
GCA_038327475.1	GCA_038327475.1	ASM3832747v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	4211	4211	Unknown	SAMN40019758	2024/04/16 00:00	Unknown	0.77	GCA_038327475.1_ASM3832747v1_genomic.fna.gz
GCA_041390485.1	GCA_041390485.1	ASM4139048v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	49172	49172	Unknown	SAMN37790166	2024/08/20 00:00	Unknown	0.79	GCA_041390485.1_ASM4139048v1_genomic.fna.gz
GCA_027405175.1	GCA_027405175.1	ASM2740517v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	113714	113714	Unknown	SAMN28412072	2022/12/27 00:00	Unknown	1.16	GCA_027405175.1_ASM2740517v1_genomic.fna.gz
GCA_043730305.1	GCA_043730305.1	ASM4373030v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	9830	9830	Unknown	SAMN39314402	2024/10/24 00:00	Unknown	1.2	GCA_043730305.1_ASM4373030v1_genomic.fna.gz
GCA_913777205.1	GCA_913777205.1	maxbin_SP71_2.012	uncultured Deinococcus sp. (bacteria)	Unknown	uncultured Deinococcus sp.	158789	Contig	0	3901	3901	Unknown	SAMEA8943984	2021/08/25 00:00	Unknown	0.9	GCA_913777205.1_maxbin_SP71_2.012_genomic.fna.gz
GCA_037386085.1	GCA_037386085.1	ASM3738608v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Scaffold	0	15598	18084	Unknown	SAMN33973530	2024/03/19 00:00	Unknown	0.87	GCA_037386085.1_ASM3738608v1_genomic.fna.gz
GCA_027405285.1	GCA_027405285.1	ASM2740528v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	117129	117129	Unknown	SAMN28412066	2022/12/27 00:00	Unknown	0.63	GCA_027405285.1_ASM2740528v1_genomic.fna.gz
GCA_030524065.1	GCA_030524065.1	ASM3052406v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Scaffold	0	5536	6919	Unknown	SAMN36400360	2023/07/24 00:00	Unknown	0.61	GCA_030524065.1_ASM3052406v1_genomic.fna.gz
GCA_053488535.1	GCA_053488535.1	ASM5348853v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	24351	24351	Unknown	SAMN51250644	2025/11/14 00:00	Unknown	1.03	GCA_053488535.1_ASM5348853v1_genomic.fna.gz
GCA_035553655.1	GCA_035553655.1	ASM3555365v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	4014	4014	Unknown	SAMN37942983	2024/01/11 00:00	Unknown	0.56	GCA_035553655.1_ASM3555365v1_genomic.fna.gz
GCA_936934105.1	GCA_936934105.1	SRR3184876_bin.21_CONCOCT_v1.1_MAG	uncultured Deinococcus sp. (bacteria)	Unknown	uncultured Deinococcus sp.	158789	Contig	0	1910	1910	Unknown	SAMEA13902883	2023/01/09 00:00	Unknown	0.38	GCA_936934105.1_SRR3184876_bin.21_CONCOCT_v1.1_MAG_genomic.fna.gz
GCA_966212535.1	GCA_966212535.1	SRR18156201_concoct_25	Deinococcus ficus (bacteria)	Unknown	Deinococcus ficus	317577	Contig	0	2570	2570	Unknown	SAMEA118920285	2025/08/22 00:00	Unknown	0.63	GCA_966212535.1_SRR18156201_concoct_25_genomic.fna.gz
GCA_038231855.1	GCA_038231855.1	ASM3823185v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	3797	3797	Unknown	SAMN40029923	2024/04/16 00:00	Unknown	2.53	GCA_038231855.1_ASM3823185v1_genomic.fna.gz
GCA_044507975.1	GCA_044507975.1	ASM4450797v1	Deinococcaceae bacterium (bacteria)	Unknown	Deinococcaceae bacterium	3079796	Scaffold	0	12642	15448	Unknown	SAMN43946619	2024/11/05 00:00	Unknown	0.72	GCA_044507975.1_ASM4450797v1_genomic.fna.gz
GCA_027405075.1	GCA_027405075.1	ASM2740507v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	25152	25152	Unknown	SAMN28412078	2022/12/27 00:00	Unknown	0.59	GCA_027405075.1_ASM2740507v1_genomic.fna.gz
GCA_043756345.1	GCA_043756345.1	ASM4375634v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	5176	5176	Unknown	SAMN39315430	2024/10/24 00:00	Unknown	1.18	GCA_043756345.1_ASM4375634v1_genomic.fna.gz
GCA_027405065.1	GCA_027405065.1	ASM2740506v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Scaffold	0	5625	6148	Unknown	SAMN28412074	2022/12/27 00:00	Unknown	0.58	GCA_027405065.1_ASM2740506v1_genomic.fna.gz
GCA_054021775.1	GCA_054021775.1	ASM5402177v1	Marinithermaceae bacterium (bacteria)	Unknown	Marinithermaceae bacterium	3121845	Contig	0	10523	10523	Unknown	SAMN49583134	2025/12/16 00:00	Unknown	0.51	GCA_054021775.1_ASM5402177v1_genomic.fna.gz
GCA_014378225.1	GCA_014378225.1	ASM1437822v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	5406	5406	Unknown	SAMN14819141	2020/09/01 00:00	Unknown	0.55	GCA_014378225.1_ASM1437822v1_genomic.fna.gz
GCA_044508445.1	GCA_044508445.1	ASM4450844v1	Deinococcaceae bacterium (bacteria)	Unknown	Deinococcaceae bacterium	3079796	Scaffold	0	54558	105559	Unknown	SAMN43946593	2024/11/05 00:00	Unknown	0.8	GCA_044508445.1_ASM4450844v1_genomic.fna.gz
GCA_044508425.1	GCA_044508425.1	ASM4450842v1	Deinococcaceae bacterium (bacteria)	Unknown	Deinococcaceae bacterium	3079796	Scaffold	0	20505	49664	Unknown	SAMN43946596	2024/11/05 00:00	Unknown	0.81	GCA_044508425.1_ASM4450842v1_genomic.fna.gz
GCA_031428875.1	GCA_031428875.1	ASM3142887v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	2107	2107	Unknown	SAMN29840686	2023/09/12 00:00	Unknown	0.91	GCA_031428875.1_ASM3142887v1_genomic.fna.gz
GCA_043727435.1	GCA_043727435.1	ASM4372743v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	12763	12763	Unknown	SAMN39314234	2024/10/24 00:00	Unknown	0.83	GCA_043727435.1_ASM4372743v1_genomic.fna.gz
GCA_025359705.1	GCA_025359705.1	ASM2535970v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	6594	6594	Unknown	SAMN30205712	2022/09/21 00:00	Unknown	0.99	GCA_025359705.1_ASM2535970v1_genomic.fna.gz
GCA_965651805.1	GCA_965651805.1	SRR17295758_concoct_91	uncultured Deinococcales bacterium (bacteria)	Unknown	uncultured Deinococcales bacterium	310703	Contig	0	3096	3096	Unknown	SAMEA118817585	2025/07/31 00:00	Unknown	0.45	GCA_965651805.1_SRR17295758_concoct_91_genomic.fna.gz
GCA_963783475.1	GCA_963783475.1	MFD02832.bin.1.184	uncultured Deinococcaceae bacterium (bacteria)	Unknown	uncultured Deinococcaceae bacterium	310706	Contig	0	412389	412389	Unknown	SAMEA114813095	2025/01/19 00:00	Unknown	1.0	GCA_963783475.1_MFD02832.bin.1.184_genomic.fna.gz
GCA_044506545.1	GCA_044506545.1	ASM4450654v1	Deinococcaceae bacterium (bacteria)	Unknown	Deinococcaceae bacterium	3079796	Scaffold	0	23273	40847	Unknown	SAMN43946667	2024/11/05 00:00	Unknown	0.82	GCA_044506545.1_ASM4450654v1_genomic.fna.gz
GCA_002450405.1	GCA_002450405.1	ASM245040v1	Deinococcaceae bacterium UBA6957 (bacteria)	Unknown	Deinococcaceae bacterium UBA6957	1951642	Scaffold	0	59051	150560	Unknown	SAMN06450359	2017/10/05 00:00	Unknown	0.58	GCA_002450405.1_ASM245040v1_genomic.fna.gz
GCA_937924455.1	GCA_937924455.1	L1_Bin_MAXBIN__049_sub_1	uncultured Deinococcales bacterium (bacteria)	Unknown	uncultured Deinococcales bacterium	310703	Contig	0	6144	6144	Unknown	SAMEA14073273	2023/01/25 00:00	Unknown	0.82	GCA_937924455.1_L1_Bin_MAXBIN_049_sub_1_genomic.fna.gz
GCA_043732285.1	GCA_043732285.1	ASM4373228v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	2599	2599	Unknown	SAMN39314540	2024/10/24 00:00	Unknown	1.17	GCA_043732285.1_ASM4373228v1_genomic.fna.gz
GCA_943914785.1	GCA_943914785.1	5nQa8I690Q_bin.2.MAG	uncultured Deinococcus sp. (bacteria)	Unknown	uncultured Deinococcus sp.	158789	Contig	0	11460	11460	Unknown	SAMEA110089347	2022/06/15 00:00	Unknown	0.53	GCA_943914785.1_5nQa8I690Q_bin.2.MAG_genomic.fna.gz
GCA_038234995.1	GCA_038234995.1	ASM3823499v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	3223	3223	Unknown	SAMN40201955	2024/04/16 00:00	Unknown	2.14	GCA_038234995.1_ASM3823499v1_genomic.fna.gz
GCA_963732505.1	GCA_963732505.1	MFD04651.bin.3.7	uncultured Deinococcales bacterium (bacteria)	Unknown	uncultured Deinococcales bacterium	310703	Contig	0	109542	109542	Unknown	SAMEA114818191	2025/01/19 00:00	Unknown	0.91	GCA_963732505.1_MFD04651.bin.3.7_genomic.fna.gz
GCA_946222295.1	GCA_946222295.1	EJv1NizNR1_bin.64.MAG	uncultured Deinococcus sp. (bacteria)	Unknown	uncultured Deinococcus sp.	158789	Contig	0	2031	2031	Unknown	SAMEA110089195	2022/09/12 00:00	Unknown	0.73	GCA_946222295.1_EJv1NizNR1_bin.64.MAG_genomic.fna.gz
GCA_938038395.1	GCA_938038395.1	R2_Bin_Bin_39_1	uncultured Deinococcales bacterium (bacteria)	Unknown	uncultured Deinococcales bacterium	310703	Contig	0	7485	7485	Unknown	SAMEA14073945	2023/01/28 00:00	Unknown	1.9	GCA_938038395.1_R2_Bin_Bin_39_1_genomic.fna.gz
GCA_040399165.1	GCA_040399165.1	ASM4039916v1	Deinococcus grandis (bacteria)	Unknown	Deinococcus grandis	57498	Scaffold	0	4316	5738	Unknown	SAMN40135979	2024/06/27 00:00	Unknown	2.46	GCA_040399165.1_ASM4039916v1_genomic.fna.gz
GCA_050999575.1	GCA_050999575.1	ASM5099957v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	2200	2200	Unknown	SAMN48920892	2025/06/18 00:00	Unknown	0.52	GCA_050999575.1_ASM5099957v1_genomic.fna.gz
GCA_027447625.1	GCA_027447625.1	ASM2744762v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	7933	7933	Unknown	SAMN28929224	2022/12/27 00:00	Unknown	0.46	GCA_027447625.1_ASM2744762v1_genomic.fna.gz
GCA_964277965.1	GCA_964277965.1	SP89_1_metabat2_genome_mining.23_sub	uncultured Deinococcus sp. (bacteria)	Unknown	uncultured Deinococcus sp.	158789	Contig	0	4921	4921	Unknown	SAMEA8943961	2024/10/19 00:00	Unknown	0.53	GCA_964277965.1_SP89_1_metabat2_genome_mining.23_sub_genomic.fna.gz
GCA_054025095.1	GCA_054025095.1	ASM5402509v1	Marinithermaceae bacterium (bacteria)	Unknown	Marinithermaceae bacterium	3121845	Contig	0	20093	20093	Unknown	SAMN49583013	2025/12/16 00:00	Unknown	0.5	GCA_054025095.1_ASM5402509v1_genomic.fna.gz
GCA_027405525.1	GCA_027405525.1	ASM2740552v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	40096	40096	Unknown	SAMN28412054	2022/12/27 00:00	Unknown	0.62	GCA_027405525.1_ASM2740552v1_genomic.fna.gz
GCA_025359505.1	GCA_025359505.1	ASM2535950v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	47110	47110	Unknown	SAMN30205841	2022/09/21 00:00	Unknown	2.03	GCA_025359505.1_ASM2535950v1_genomic.fna.gz
GCA_054006515.1	GCA_054006515.1	ASM5400651v1	Marinithermaceae bacterium (bacteria)	Unknown	Marinithermaceae bacterium	3121845	Contig	0	25925	25925	Unknown	SAMN49583515	2025/12/16 00:00	Unknown	0.55	GCA_054006515.1_ASM5400651v1_genomic.fna.gz
GCA_012515535.1	GCA_012515535.1	ASM1251553v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	21597	21597	Unknown	SAMN13894418	2020/04/17 00:00	Unknown	0.65	GCA_012515535.1_ASM1251553v1_genomic.fna.gz
GCA_031361345.1	GCA_031361345.1	ASM3136134v1	Deinococcus sp. (bacteria)	Unknown	Deinococcus sp.	47478	Contig	0	4055	4055	Unknown	SAMN29837998	2023/09/12 00:00	Unknown	0.99	GCA_031361345.1_ASM3136134v1_genomic.fna.gz
GCA_027405195.1	GCA_027405195.1	ASM2740519v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	108725	108725	Unknown	SAMN28412071	2022/12/27 00:00	Unknown	0.63	GCA_027405195.1_ASM2740519v1_genomic.fna.gz
GCA_963837785.1	GCA_963837785.1	MFD01299.bin.3.141	uncultured Deinococcaceae bacterium (bacteria)	Unknown	uncultured Deinococcaceae bacterium	310706	Contig	0	72978	72978	Unknown	SAMEA114810429	2025/01/18 00:00	Unknown	0.69	GCA_963837785.1_MFD01299.bin.3.141_genomic.fna.gz
GCA_027405325.1	GCA_027405325.1	ASM2740532v1	Deinococcales bacterium (bacteria)	Unknown	Deinococcales bacterium	2478479	Contig	0	24397	24397	Unknown	SAMN28412064	2022/12/27 00:00	Unknown	0.62	GCA_027405325.1_ASM2740532v1_genomic.fna.gz
GCA_963724355.1	GCA_963724355.1	MFD02832.bin.1.79	uncultured Deinococcaceae bacterium (bacteria)	Unknown	uncultured Deinococcaceae bacterium	310706	Contig	0	636565	636565	Unknown	SAMEA114813118	2025/01/18 00:00	Unknown	0.77	GCA_963724355.1_MFD02832.bin.1.79_genomic.fna.gz
